title,date,author,image,description,keywords,canonical_url,category,content,reading_time,scraped_at
  Food distribution: who’s driving up prices?,2025-07-30T00:00:00,Elmehdi El Azhary,https://cdn.telquel.ma/content/uploads/2025/07/4dacc7ce0d7ea68a9f9f44d7177f994d.png,"The food inflation that has hit Morocco in recent years cannot be explained by external shocks alone. In an opinion published in July, the Antitrust Council reveals how structural malfunctions in Moroccan distribution channels have spurred higher prices, pointing the finger at opaque back-margin practices in supermarkets and the standardization of prices in traditional retailing.","['Circuits économiques des produits alimentaires', 'conseil de la concurrence', 'distribution alimentaire', 'Grande distribution (GMS)', 'Inflation alimentaire', 'produits alimentaires']",https://telquel.ma/2025/07/30/food-distribution-whos-driving-up-prices_1942775,TelQuel English,"On July 3, the Antitrust Council published opinion no. A/1/25 on the state of competition in food distribution channels in Morocco, adopted at its 60th meeting on February 27. Following this self-referral, the Council analyzed in detail the pricing mechanisms that weigh on consumer prices and contribute significantly to food inflation, which is set to rise to 11% in 2022 and 12.5% in 2023, levels not seen for thirty years. While external shocks such as the pandemic, geopolitical tensions and rising logistics costs have triggered price rises, according to the Antitrust Council, this inflation has been accentuated by the specific characteristics of the Moroccan distribution system. In other words, while external factors triggered the price surge, the specific structure of Morocco’s distribution channels helped to aggravate and amplify the inflationary trend. The traditional trade, which still accounts for some 65-75% of volumes for dairy products and 77% for triangular processed cheese, applies quasi-uniform prices, limiting any real differentiation according to purchasing costs. At the same time, supermarkets and hypermarkets have seen the spread of « back » margins (marketing services, off-invoice discounts), whose average weight varies between 6% and 16% depending on the product category. Distribution channels decoded In the traditional channel, wholesalers play a predominant role. For example, they capture up to 65% of volumes of triangular processed cheese, thanks to the absence of conservation constraints and the importance of batch sales. These professionals then supply local retailers and grocery stores – who apply an almost uniform price per portion, set at 1 dirham regardless of packaging or brand in the case of triangular processed cheese. This uniform practice, which applies to several food products, eliminates all price competition in these segments and establishes a robust distribution rent, to the detriment of the end consumer. The modern distribution channel, embodied by supermarkets and hypermarkets (GMS), operates according to a dual margin logic: « front » and « back. » The front margin corresponds to the difference between the supplier’s transfer price and the selling price displayed in the store. To this is added the « back » margin – off-invoice discounts, marketing services or sales cooperation – which, stabilized at between 8% and 15% for most suppliers, sometimes represents more than half of the overall margin (up to 60% for some chains). Overall, the gross margin on a dairy product, for example, averages 20-25%, and can exceed 30% for butter and certain cheese formats. Focus by product family In the dairy products segment, UHT and pasteurized milk have an overall gross margin averaging between 14% and 21%, with relatively stable back margins (6-7%) and front margins ranging from 7% to 20%, depending on the brand. For the butter market in general, all types taken together, 30% is produced locally, while 70% is imported (13,400 tonnes in 2023). The average back margin is around 9%, while the front margin is around 11%, giving this product an overall gross margin of around 20%. Triangular processed cheese, with annual sales of 50,000 tonnes and 2.5 billion dirhams, is dominated by Fromageries Bel (around 40% market share), followed by Centrale Danone (30-40%) and Margafrique (10-20%). Standard formats (8 and 24 portions) show gross margins of around 15-17%, i.e. 1.33 dirhams for 8 portions and 5.4 dirhams for 24 portions. As for large packs (64 and 96 portions), the gap between transfer price and selling price reached 36 dirhams/lot (50-61%) in 2021, before narrowing to 12-31 dirhams/lot (22-49%) in 2023, due to the increase in the supplier price without any revision of the psychological price of 1 dirham per portion. In the couscous and pasta segments, margins differ according to product type: for fine and medium couscous, the front margin will increase in value from 1.16 dirhams to 2.91 dirhams per pack between 2021 and 2023, depending on chains and brands, while the back margin will remain stable at around 12-16%, for an overall gross margin ranging from 25% to 40%, depending on channels. Pasta, consumed at a rate of 3.5 kilograms per inhabitant per year, has average front margins of 8-17%, rear margins of 6-7% and an overall gross margin of around 15-21%. Finally, the vegetable preserves family – tomato paste, jams, canned vegetables – stands out with a higher average back margin of around 10.6%, while front margins generally fluctuate between 5% and 15%, depending on the level of added value and brand strength. Overall, the gross margin on these products averages 20-30%, reflecting the strong rent capture possible at every stage of the value chain, according to the Council. Imbalances and barriers to competition The opinion also highlights the extent of disparities between chains, a major obstacle to fair competition: some chains partially absorb the rise in purchasing costs to build customer loyalty, while others maintain high front margins, reinforcing their profitability to the detriment of the consumer. At the same time, back margins, which are not very transparent, fly under the regulatory radar, widening the inequalities in negotiations between manufacturers and distributors. Small and medium-sized agri-food businesses, less able to renegotiate, are subject to back margins of up to 11%, compared with 8% for major brands. To rectify the situation, the Council is first proposing a stricter framework for back margins, by introducing a ceiling on applicable rates and imposing systematic traceability of all off-invoice discounts. The aim is to make these practices more transparent and limit their impact on the final price paid by the consumer. To enhance the visibility of pricing mechanisms, it recommends the creation of a public observatory of industrial and in-store selling prices, accessible to SMEs and consumers alike. This centralized platform would make it possible to monitor price trends and detect any deviations more quickly. Aware of the importance of traditional trade in supplying the population, the Council also recommends support for its modernization: specific training programs, support for the digitization of sales outlets and subsidies for setting up shared logistics platforms. These measures are aimed at strengthening the competitiveness of small retailers in the face of major chains. In addition, to deter anti-competitive practices, the French Competition Council recommends tougher penalties and more systematic prosecution of cartels and abuses of dominant positions. A more rigorous application of competition law is deemed essential to break the logic of rent-seeking and guarantee a fairer market. Written in French by ElMehdi El Azhary; edited in English by AngloMedia Group.",5,2025-08-05T15:52:22.487917
  Casablanca: Aïn Sebaâ Zoo opening scheduled for October,2025-07-30T00:00:00,Younes Saoury,https://cdn.telquel.ma/content/uploads/2025/02/5de0fd9d76a1fcb30010f867c876b4c3.jpeg,"While Casablancans have been waiting for over a decade for the reopening of the historic Ain Sebaâ zoo, local authorities are stepping up the pace. Latest signal: an ultimatum given to the managing company for an opening next October.","['Aïn Sebaâ Zoo', 'animals', 'casablanca', 'Casablanca city council', 'Dream village', 'Miatravaux', 'Municipality of Casablanca', 'Nabila Rmili', 'public projects']",https://telquel.ma/2025/07/30/casablanca-ain-sebaa-zoo-opening-scheduled-for-october_1942845,TelQuel English,"Closed in 2014, the Aïn Sebaâ Zoo remains one of the most emblematic and most anticipated urban projects in the Casablanca metropolis. Designed as a next-generation zoological park, the site was meant to include three geographic zones (Africa, Asia, and America) and house more than 300 animals representing 75 species. To this day, the zoo remains closed to the public, despite the investments made. With a total budget of 250 million dirhams, the project is funded by the General Directorate of Local Authorities (130 million), the municipality of Casablanca (80 million), and the Casablanca-Settat region (40 million). Its management was entrusted to the company Dream Village, under a delegated management agreement covering a period of twenty years. Under this agreement, Dream Village is required to acquire the animals and equip the entire park within predefined timeframes. Six months are allocated for receiving the animal collection, and twelve months for installing the equipment, starting from the receipt of the necessary funds. A 3-month project to rehabilitate the structures To complete the installation work, a new contract has just been awarded by the local development company (SDL) Casablanca Aménagement to the company Miatravaux. A targeted intervention, but one that reveals the project’s persistent state of incompletion. According to documents reviewed by TelQuel, the contract awarded to Miatravaux amounts to 4.2 million dirhams. It covers rehabilitation work on several essential infrastructures: staff facilities, veterinary installations, security posts, the administrative building, as well as technical outbuildings. The nature of the work, which must be completed within a three-month period, includes upgrades to electrical and plumbing systems, waterproofing repairs, renovation of woodwork, paint, and flooring, as well as reinforcement of the outer fencing. It is therefore a comprehensive overhaul intended to make these buildings fully operational. An opening mandated for the month of October This rehabilitation project comes in a context of mounting pressure from local authorities. Contacted by TelQuel, Karim Glaibi, a member of Casablanca’s municipal council, stated that the reopening of the Aïn Sebaâ zoological park is now scheduled for next October, following a joint injunction from the Wali of the Casablanca-Settat region and the president of the municipal council. “The RER construction required reinforcement of the Aïn Sebaâ zoo’s fences, a safety measure not included in the initial contractual documents”Karim Glaibi, member of the Casablanca city council Authorities have demanded that Dream Village open the site « as soon as possible » after several years of delays. The deadline was set during a follow-up meeting on the project’s progress. The managing company has been ordered to comply with this timeline, explained the council member representing the Authenticity and Modernity Party (PAM). One of the factors contributing to the delay is the launch of construction on Casablanca’s Regional Express Network (RER), which runs alongside the zoo. « This construction required reinforcement of the park’s fences, a safety measure not included in the initial contractual documents, » noted Karim Glaibi. 88% of the animals received On the animal side, the acquisition process is nearing completion. Karim Glaibi confirms that « the company in charge of managing the zoological park has already received 88% of the planned animals. » These animals, listed in the reference documents, come from various regions of the world. “The company in charge of managing the Aïn Sebaâ zoo has already received 88% of the planned animals”Karim Glaibi, member of the Casablanca city council As revealed by TelQuel, the collection includes lions, tigers, Asian elephants, jaguars, crocodiles, flamingos, monkeys, and reptiles, as well as a large number of bird and herbivore species. The park was designed to offer immersion into three distinct continental ecosystems, supported by specialized staff and educational programs. The acquisition, transport, and placement of these animals are funded by the municipality of Casablanca for an amount of 50 million dirhams, in accordance with the commitments outlined in the delegated management agreement signed with Dream Village. A pricing plan that raises concern As the reopening approaches, the planned pricing structure for zoo admission continues to stir debate. Set at 80 dirhams for adults and 50 dirhams for children, the rates are expected to rise gradually to 120 dirhams for adults and 75 dirhams for children by 2033. This pricing has been criticized by several elected officials and Casablanca residents, who consider it excessive given families’ purchasing power. Social media and city council meetings have seen heated discussions about the accessibility of this new facility. The management contract does provide for discounted rates for certain groups: large families, schools, students, and people with reduced mobility. Parking fees are set at 15 dirhams. Written in French by Younes Saoury, edited in English by Eric Nielson",4,2025-08-05T15:52:25.372406
"  [Notre bilan 2024-2025] Entre succès idéologique et fragilité interne, le Sahel dans tous ses États",2025-08-05T00:00:00,Marin Daniel Thézard,https://cdn.telquel.ma/content/uploads/2024/11/3cf098c7531ad88366cdf43f8b5bc635-3.png,"Depuis 2021, le Sahel connaît une vague de putschs. Le succès idéologique des juntes au pouvoir est contrebalancé par une fragilité interne. Dans la région, le Maroc joue la carte du partenariat gagnant-gagnant.","['AES', ""Afrique de l'ouest"", 'Beatriz Mesa', 'CEDEAO', 'initiative atlantique', 'jihadisme', 'Sahel']",https://telquel.ma/2025/08/05/notre-bilan-2024-2025-entre-succes-ideologique-et-fragilite-interne-le-sahel-dans-tous-ses-etats_1945216,Instant T,"En septembre prochain, l’Alliance des États du Sahel (AES), celle qui a fracturé l’Afrique de l’Ouest en 2023 après une série de putschs militaires au Mali, au Burkina Faso et au Niger, entrera dans sa troisième année. D’une alliance militaire à une intégration confédérale, les trois pays sont déterminés à faire valoir une autre vision de l’Afrique au Sahel. Depuis plusieurs mois, deux dynamiques sont à l’œuvre et pourraient déterminer la crédibilité et la pérennité du projet sahélien. La suite de cet article est réservée aux abonnés. Soutenez un média indépendant et exigeant Accédez à tous les contenus de TelQuel en illimité Lisez le magazine en numérique avant sa sortie en kiosque Accédez à plus de 1000 numéros de TelQuel numérisés Déjà abonné ? Se connecter",1,2025-08-05T15:52:27.941721
  Afrique,,,https://cdn.telquel.ma/content/themes/telquel/dist/images/LOGO-grand.jpg,L'actualité du Maroc tel qu'il est,[],https://telquel.ma/categorie/monde/afrique,Instant T,,1,2025-08-05T15:52:30.146464
  Jusqu’à 47°C cette semaine dans plusieurs provinces du Royaume,2025-08-05T00:00:00,La Rédaction,https://cdn.telquel.ma/content/uploads/2024/04/9476101b2db31935fff3d26f058d3402-e1712676170939.jpeg,"Une vague de chaleur et des averses orageuses avec chutes de grêle et rafales de vent sous orages sont attendues du mardi 5 août au vendredi 8 août dans plusieurs provinces du Royaume, a annoncé la Direction générale de la météorologie (DGM) dans un bulletin d’alerte de niveau orange.","['averses', 'chaleur', 'DGM', 'météo', 'températures']",https://telquel.ma/instant-t/2025/08/05/jusqua-47c-cette-semaine-dans-plusieurs-provinces-du-royaume_1945266/,Économie,"Ainsi, des températures comprises entre 40 et 44°C sont prévues, mardi et mercredi, dans les provinces de Taza, El Kelaa des Sraghna, Ouezzane, Rehamna, Beni Mellal, Meknès, Fès, Moulay Yacoub, Khouribga, Settat, Chichaoua, Marrakech, Khémisset, Youssoufia, Taounate et Taroudant. Des températures plus élevées, variant entre 44 et 47°C, seront enregistrées du mardi au vendredi dans les provinces de Tata, Assa-Zag, Es-Semara, Oued Ed-Dahab, Boujdour et Aousserd, ajoute la même source. Par ailleurs, des averses orageuses avec chutes de grêle et rafales de vent sous orages sont attendues, mardi de 13h à 22h, dans les provinces de Tinghir, Beni Mellal, Fquih Ben Salah, Khénifra, Midelt, Ouarzazate, Taroudant, Khouribga, Al Haouz, Chichaoua, El Kelaa des Sraghna et Azilal, avec des cumuls pluviométriques allant de 15 à 30 mm. (avec MAP)",1,2025-08-05T15:52:32.600823
"  Les femmes, principales victimes d’intimidation numérique au Maroc, selon l’Association Tahadi",2025-08-05T00:00:00,La Rédaction,https://cdn.telquel.ma/content/uploads/2021/02/Sextorsion1-1.png,,"['association tahadi', 'cyberharcèlement', 'Femmes', 'intimidation numérique', 'Maroc', 'victimes']",https://telquel.ma/instant-t/2025/08/05/les-femmes-principales-victimes-dintimidation-numerique-au-maroc-selon-lassociation-tahadi_1945236/,Économie,"Dans un communiqué publié lundi 4 août, l’Association Tahadi pour l’égalité et la citoyenneté (ATEC) tire la sonnette d’alarme sur la recrudescence de l’intimidation numérique au Maroc. L’organisation dénonce un vide juridique qui laisse les victimes, majoritairement des femmes et des filles, sans protection face à cette forme de violence digitale. L’Association Tahadi pour l’égalité et la citoyenneté (ATEC) a publié lundi un communiqué alertant sur l’augmentation continue du phénomène d’intimidation numérique au Maroc. L’organisation qualifie ce phénomène de “préoccupant et en expansion au sein de la société marocaine, dont les femmes et les filles sont les principales victimes”. “Certaines victimes, ou leurs proches ciblés, ont été poussées à des tentatives de suicide, ultime réponse humaine à l’injustice subie”Association Tahadi pour l'égalité et la citoyenneté (ATEC) L’organisation suit “avec une profonde inquiétude l’augmentation continue du phénomène de l’intimidation, en tant que forme parmi d’autres de criminalité numérique, exercée dans les espaces et via les moyens numériques”. Elle constate que ce phénomène “s’est imposé, au cours des derniers mois, comme l’une des pratiques les plus répandues et tolérées par la majorité des utilisateurs des réseaux sociaux et espaces numériques”. Selon l’association, “la commission de ces actes graves — qui ne sont toujours pas criminalisés à ce jour — entraîne des conséquences directes sur la santé mentale et physique des victimes, en particulier des femmes et des filles”. L’organisation révèle que “certaines victimes, ou leurs proches ciblés, ont été poussées à des tentatives de suicide, ultime réponse humaine à l’injustice subie”. Une absence d’encadrement juridique “La réponse législative reste insuffisante, notamment face à des pratiques pouvant porter atteinte au droit fondamental à la vie”l'association Tahadi pour l'Égalité et la Citoyenneté (ATEC) L’Association Tahadi souligne que “l’absence d’un encadrement juridique relatif à l’intimidation aggrave encore les souffrances des victimes et expose toute fille ou femme à ces comportements inacceptables”. Elle précise que “des pratiques telles que la diffusion de photos ou de vidéos de citoyennes et citoyens accompagnées de commentaires offensants, ou la publication de commentaires dégradants sur des images, n’atteignent pas le seuil légal de diffamation ou d’insulte, et restent donc hors du champ d’application du Code pénal, offrant ainsi une impunité totale à leurs auteurs”. Elle indique avoir “travaillé en plaidoyer pour l’adoption d’un projet de loi spécifique contre la violence numérique faite aux femmes et aux filles dans l’espace digital” tout au long de l’année écoulée. Tout en “saluant certaines initiatives parlementaires ayant partiellement intégré ce projet via des propositions de modification de la loi 103.13 relative à la lutte contre la violence à l’égard des femmes”, l’organisation “estime que la réponse législative reste insuffisante, notamment face à des pratiques pouvant porter atteinte au droit fondamental à la vie”. L’ATEC “appelle le pouvoir exécutif à accélérer la mise à jour du cadre législatif, notamment en criminalisant l’intimidation, aux côtés des autres formes de criminalité numérique, et à adopter des politiques publiques de sensibilisation sur les dangers de ce phénomène inacceptable”. L’organisation “réaffirme également son engagement constant à poursuivre le plaidoyer pour combler le vide juridique relatif à la violence numérique, et renouvelle sa détermination à accompagner les victimes, en leur apportant un soutien juridique et psychologique, tout en œuvrant à élargir la conscience collective des graves conséquences de l’intimidation”. Enfin, l’ATEC “appelle l’ensemble des acteurs institutionnels et civils à assumer leurs responsabilités dans la lutte contre ce fléau et à garantir un espace numérique sécurisé, exempt de violence et de discrimination pour les femmes et les filles”.",3,2025-08-05T15:52:35.237532
  Acwa Power développera les centrales solaires Noor 2 et 3 à Midelt,2025-08-05T00:00:00,La Rédaction,https://cdn.telquel.ma/content/uploads/2021/11/Station_Noor_Ourzazate_01042015194517-700x467.jpeg,"L’entreprise saoudienne Acwa Power a remporté un appel d’offres international pour le développement des deux centrales photovoltaïques, Noor Midelt 2 et Noor Midelt 3, d’une capacité combinée de 800 mégawatts.","['Acwa Power', 'Arabie Saoudite', 'centrale solaire', 'centrales', 'énergies renouvelables', 'Maroc', 'Midelt', 'Noor', 'photovoltaïques']",https://telquel.ma/instant-t/2025/08/05/acwa-power-developpera-les-centrales-solaires-noor-2-et-3-a-midelt_1945250/,Économie,"Dans un communiqué publié ce lundi, Acwa Power a annoncé avoir été retenue à l’issue de cette procédure lancée par l’Agence marocaine pour l’énergie durable (MASEN), en partenariat avec « des entités du secteur public et privé ». Chacune des deux centrales, Noor Midelt 2 et Noor Midelt 3, disposera d’une capacité de 400 mégawatts, accompagnée d’un système de stockage par batteries d’une capacité de 602 MWh (mégawattheures). Selon le communiqué, ce projet vise à « répondre à la demande énergétique pendant les heures de pointe », à « favoriser une plus grande intégration des énergies renouvelables dans le réseau national » et à « éviter l’émission de 1,2 million de tonnes de CO2 ». « Ces projets seront soutenus par un contrat d’achat d’électricité de 30 ans, dont la signature est prévue avec MASEN », précise le document. Acwa Power assure déjà l’exploitation et la maintenance des centrales solaires Noor 1, Noor 2, Noor 3 et Noor PV 1, situées à Ouarzazate, ainsi qu’à Laâyoune et Boujdour, de même que du parc éolien Khalladi à Tanger, pour une capacité installée totale de 765 mégawatts. Le Maroc ambitionne de porter à plus de 52% la part des énergies renouvelables dans son mix énergétique à l’horizon 2030.",1,2025-08-05T15:52:38.377663
  Mali : libération de quatre Marocains enlevés au Sahel en janvier,2025-08-05T00:00:00,Afp,https://cdn.telquel.ma/content/uploads/2025/08/41f70c91fd8948335da0962f23fca858.jpg,Quatre chauffeurs routiers marocains enlevés au Sahel par le groupe Etat islamique le 18 janvier ,"['Assimi Goïta', 'Burkina Faso', 'Chauffeurs', 'enlèvement', 'état islamique', 'Libération', 'mali', 'Marocains', 'Niger', 'Sahel', 'transporteurs']",https://telquel.ma/instant-t/2025/08/05/mali-liberation-de-quatre-marocains-enleves-au-sahel-en-janvier_1945246/,Économie,"Les quatre hommes, « enlevés au nord-est du Burkina Faso, près de la frontière avec le Niger », sont apparus à la télévision nationale, filmés lors d’une rencontre avec le chef de la junte, le président Assimi Goïta. « Ils étaient entre les mains du groupe terroriste Etat islamique dans la province du Sahel », précise le communiqué du gouvernement. Des groupes armés affiliés à Al-Qaïda et à l’Etat islamique sont actifs depuis une dizaine d’années au Niger, au Burkina Faso et au Mali, trois pays dirigés par des régimes militaires issus de coups d’Etat perpétrés entre 2020 et 2023. « Cette libération a été couronnée de succès grâce à la coordination des efforts entre l’Agence nationale de la sécurité d’État du Mali et la Direction générale d’études et de documentation du Maroc », précise le gouvernement malien. L’armée nigérienne avait annoncé fin janvier avoir retrouvé dans l’ouest du pays quatre camions utilisés par les chauffeurs marocains, dans la zone de Téra, lieu d’attaques jihadistes meurtrières et régulières. Le convoi transportait des équipements destinés à la Société nigérienne d’électricité (NIGELEC, publique) et circulait « sans escorte » de sécurité, selon l’armée nigérienne. Plusieurs observateurs contactés par l’AFP estiment que l’Etat islamique au Sahel (EIS) serait probablement derrière les récents kidnappings qui ont eu lieu dans la région. Une ressortissante suisse de 67 ans a été enlevée en avril à Agadez dans le nord du Niger. Dans la même ville, une Autrichienne, Eva Gretzmacher, a été kidnappée à son domicile en janvier. L’identité de leurs ravisseurs n’est toujours pas connue. Un ressortissant espagnol avait été enlevé à la frontière algéro-malienne par une bande armée en janvier, puis libéré au bout de quelques jours.",1,2025-08-05T15:52:40.748193
"  Crédits : en 2024, le taux d’endettement des Marocains était de 34% en moyenne",2025-08-05T00:00:00,La Rédaction,https://cdn.telquel.ma/content/uploads/2022/04/6050c646408ab_1615906374.png,"Le taux d’endettement moyen des particuliers a atteint 34% en 2024 contre 35% en 2023, selon le 12ème rapport annuel sur la stabilité financière.","['acaps', 'ammc', 'BAM', 'Banques', 'crédits', 'Endettement', 'ménages', ""Pouvoir d'achat"", 'taux']",https://telquel.ma/instant-t/2025/08/05/credits-en-2024-le-taux-dendettement-des-marocains-etait-de-34-en-moyenne_1945232/,Économie,"L’analyse de l’évolution du taux d’endettement des particuliers est basée sur les données recueillies auprès des établissements de crédit, couvrant environ 439.780 dossiers de crédit accordés au cours de l’année 2024, précise le rapport publié par Bank Al-Maghrib (BAM), l’Autorité de contrôle des assurances et de la prévoyance sociale (ACAPS) et l’Autorité marocaine du marché des capitaux (AMMC). Avec un taux d’endettement moyen de 62%, les fonctionnaires demeurent la catégorie la plus endettée. Par catégorie socioprofessionnelle, la part des salariés s’est rétrécie de 42% en 2023 à 33% en 2024, au profit des fonctionnaires dont la proportion est passée de 24% à 28%, selon le rapport. Les parts des retraités et des professions libérales sont demeurées stables, à respectivement 19% et 9%. Avec un taux d’endettement moyen de 62%, les fonctionnaires demeurent la catégorie la plus endettée. Un taux d’endettement plus élevé chez les 50-60 ans S’agissant des tranches de revenu, les emprunteurs dont le revenu net dépasse 10.000 dirhams représentent 60% du montant total des prêts accordés en 2024, tout en affichant le taux d’endettement le plus bas à 31%. Les tranches d’âge de 30 à 40 ans et celle de plus de 60 ans représentent respectivement 26% et 24% des emprunteurs. Le taux d’endettement le plus élevé est observé chez les 50-60 ans, atteignant 39%. La proportion des particuliers dont la charge de dette dépasse 40% de leur revenu s’est établie à 32% en 2024. Parmi ces 32%, 38% présentent un taux d’endettement situé entre 40% et 50%. En termes de situation professionnelle, les particuliers ayant une charge de dette supérieure à 40% de leur revenu sont majoritairement des fonctionnaires et des salariés, représentant 68% du total. (avec MAP)",1,2025-08-05T15:52:43.230171
  Marrakech : un caïd suspendu pour corruption,2025-08-05T00:00:00,La Rédaction,https://cdn.telquel.ma/content/uploads/2022/06/d6d54f173f0acc09de7fa30c947aabcf.jpg,Le ministère de l’Intérieur a annoncé avoir procédé à la suspension d'un caïd au niveau de la préfecture de Marrakech pour son implication présumée dans un délit de corruption.,"['caïd', 'corruption', 'marrakech', 'suspension']",https://telquel.ma/instant-t/2025/08/05/marrakech-un-caid-suspendu-pour-corruption_1945230/,Économie,"Dans un communiqué, le ministère explique que cette décision, qui procède de son attachement à la déontologie de la fonction publique et s’inscrit dans le cadre du suivi quotidien de l’action des agents de l’autorité, fait suite à l’ouverture d’une investigation judiciaire, sous la supervision du Parquet général compétent, pour l’implication présumée de l’intéressé dans un délit de corruption. Des mesures administratives appropriées seront prises à son encontre, conformément aux lois et règlements en vigueur, sur la base des résultats de l’enquête et de la procédure judiciaire, conclut le communiqué. (avec MAP)",1,2025-08-05T15:52:45.130381
